model_name,series,year_model,product_status,top_wood,back_sides_wood,shape,neck,pickup_eq,bracing,bridge,fingerboard,nut_saddle,tuner,strings,inlays,top_color,back_sides_color,headstock_facia,bridge_pins,neck_meets_body,num_frets,overall_length_mm,body_width_mm,body_depth_heel_mm,body_depth_base_mm,scale_mm,scale_inches,nut_width_mm,nut_width_inches,binding,purfling,armrest,body_finish,headstock_plate,neck_joint,case_bag,primary_image_url,source_url
RS26,Regent Series,,current,Spruce,African Mahogany,,Mahogany,,Standard Scalloped X,Techwood,Techwood,PPS Synthetic Bone,Chrome Die Cast,Steel,,,,,,14th Fret,20,955,365,85,100,596,23 15/32,41.6,1 5/8,Ivory ABS,,,Natural/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2018/01/RS26-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/rs26/
RF26,Regent Series,,current,Spruce,African Mahogany,Folk/OM,"Mahogany, Satin finish",,Standard Scalloped X,Techwood,Techwood,PPS Synthetic Bone,"Die Cast, Chrome",,,,,,,14th Fret,20,998,368,93,105,635,25,43,1 11/16,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/RF26_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/rf26/
YB70,Yairi Series,2024,current,"Solid AA Sitka Spruce, Solid Sitka Spruce",East Indian Rosewood,Baritone,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",,FST2,Rosewood,Rosewood with 12th Abalone Fret Inlay,Bone,Gotoh Gold,D’Addario EXP23,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1080,434,102,119,704,27 23/32,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2023/12/YB70_Left_3-4-1.png,https://alvarezguitars.com/guitar/yb70/
WY1,Yairi Series,2024,current,Solid AA Western Red Cedar,East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro Bronze,FST2,Rosewood Direct Coupled,Rosewood with 12th Abalone Fret Inlay,Bone,Gotoh Gold,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1010,386,100,117,635,25,44,1 23/32,Ivoroid,1.5mm Paua Abalone,,Natural/Satin,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2023/12/WY1_Left_3-4-1.png,https://alvarezguitars.com/guitar/wy1/
RF26SSB-AGP,Regent Series,,current,Spruce,African Mahogany,Folk/OM,"Mahogany, Satin finish",,Standard Scalloped X,Techwood,Techwood,PPS Synthetic Bone,Chrome Die Cast,,,,,,,14th Fret,20,1110,374,82,102,648,25 1/2,43,1 11/16,Ivory ABS,,,Sunburst/Satin,Rosewood,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2017/01/RF26SSB-AGP-1.jpg,https://alvarezguitars.com/guitar/rf26sbs-agp/
abt60ceshb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Baritone,Mahogany w/Semi-Gloss Finish,LR Baggs StagePro EQ and Element Pick Up,"FST2 - Forward Shifted, Asymmetric Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D’Addario EXP23,Mother of Pearl,,,,PPS Synthetic Bone,14th Fret,21,1065,439,102,122,704,27 23/32,44.45,1 3/4,,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/12/ABT60CESHB_Front-3_4.jpg,https://alvarezguitars.com/guitar/abt60ceshb/
RF26SB,Regent Series,,current,Spruce,African Mahogany,Folk/OM,Mahogany,,Standard Scalloped X,Bi-Level,,PPS Synthetic Bone,Premium Chrome Die Cast,D'Addario EXP,,,,,,14th Fret,20,998,368,93,105,635,25,43,1 11/16,,,,Sunburst Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2021/02/RF26SB_-Front_3_4-Left.jpg,https://alvarezguitars.com/guitar/rf26sb/
artist-ac70,Artist Elite Series,,archived,Solid A+ Sitka Spruce,Rosewood,Classical,Mahogany,,"Standard Scalloped X, FTS2M",Bi-Level Rosewood,Rosewood,Real Bone,Premium Die Cast,D’Addario EXP,Abalone & Mother of Pearl,,,,,12th Fret,19,990,373,96,103,650,"25 19/32""",52,2 1/16',Ivory ABS,,,Natural/Gloss,Rosewood,Spanish Heel,,https://alvarezguitars.com/wp-content/uploads/2014/04/AC70_frt_Side_N.jpg,https://alvarezguitars.com/guitar/artist-ac70/
WY1 Sunburst,Yairi Series,2024,current,Solid AA Western Red Cedar,East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro Bronze,FST2,Rosewood Direct Coupled,Rosewood with 12th Abalone Fret Inlay,Bone,Gotoh Gold,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1010,386,100,117,635,25,44,1 23/32,Ivoroid,1.5mm Paua Abalone,,Sunburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2023/12/WY1_Sunburst_Left_3-4-1.png,https://alvarezguitars.com/guitar/wy1-sunburst/
RD26S-AGP,Regent Series,,current,Spruce,African Mahogany,Dreadnought,"Mahogany, Satin finish",,Standard Scalloped X,Techwood,Techwood,PPS Synthetic Bone,Chrome Die Cast,,,,,,,14th Fret,20,1028,393,100,121,648,25 1/2,43,1 11/16,Ivory ABS,,,Natural/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2016/01/RD26S-AGP-1.jpg,https://alvarezguitars.com/guitar/rd26s-agp/
RF26CE,Regent Series,,current,Spruce,African Mahogany,Folk/OM,"Mahogany, Satin finish",SYS250,Standard Scalloped X,Techwood,Techwood,PPS Synthetic Bone,"Die Cast, Chrome",Steel,,,,,,14th Fret,20,998,393,93,105,635,25,43,1 11/16,Ivory ABS,,,Natural/Gloss,Rosewood,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/RF26CE_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/rf26ce/
abt60-2017-model,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Baritone,"Mahogany, 50/50 Semi gloss finish",,"FST2 - Forward Shifted, Asymmetric Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D’Addario EXP23,,,,,,14th Fret,21,1065,439,102,122,704,27 23/32,44.45,1 3/4,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2016/10/ABT60_Left_3-4.png,https://alvarezguitars.com/guitar/abt60-2017-model/
artist-abt60e,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Baritone,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FST2 - Forward Shifted, Asymmetric Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D’Addario EXP23,,,,,,14th Fret,21,1065,439,102,122,704,27 23/32,44.45,1 3/4,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2018/01/ABT60E-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/artist-abt60e/
artist-ac65,Artist Elite Series,,archived,Solid A+ Western Red Cedar,African Mahogany,Classical,"Mahogany, 50/50 Semi gloss finish",,Traditional Spanish Fan System,Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Chrome Open Gear Strip,D'Addario EXP16,,,,,,12th Fret,19,975,374,96,102,650,25 19/32,52,2 1/16,Rosewood,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AC65-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/artist-ac65/
artist-ac65hce,Artist Elite Series,,archived,Solid A+ Western Red Cedar,African Mahogany,Classical,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,Traditional Spanish Fan System,Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Chrome Open Gear Strip,D'Addario EXP16,,,,,,14th Fret,22,1012,374,82,102,650,25 19/32,48,1 7/8,Rosewood,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AC65HCE-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/artist-ac65hce/
artist-ab60ce,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Bass,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FST2 - Forward Shifted, Asymmetric Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXPPBB170,,,,,,15th Fret,20,1173,440,102,122,813,32,43,1 11/16,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AB60CE_Front_3_4-2.jpg,https://alvarezguitars.com/guitar/artist-ab60ce/
ad30,Artist Elite Series,,archived,Solid A Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",,"Handcarved FST2 - Forward Shifted, Asymmetric Tone Bars",Techwood,Techwood,Real Bone,"Die Cast, Chrome",D'Addario EXP16,,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Black ABS,,,Natural/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD30-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/ad30/
abt60ce8bk,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Baritone,Mahogany w/Semi-Gloss Finish,LR Baggs StagePro EQ and Element Pick Up,"FST2 - Forward Shifted, Asymmetric Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,Custom D’Addario EXP23 + Octaves,Mother of Pearl,,,,PPS Synthetic Bone,14th Fret,21,1065,439,102,122,704,27 23/32,44.45,1 3/4,,,,Black/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/12/ABT60CE-8BK_Front-3_4.jpg,https://alvarezguitars.com/guitar/abt60ce8bk/
RD26L,Regent Series,,current,Spruce,African Mahogany,Dreadnought,"Mahogany, Satin finish",,Standard Scalloped X,Techwood,Techwood,PPS Synthetic Bone,"Die Cast, Chrome",Steel,,,,,,14th Fret,20,1028,393,100,121,648,25 1/2,43,1 11/16,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/RD26L_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/rd26l/
RS26N,Regent Series,,current,Spruce,African Mahogany,,Mahogany,,Traditional Spanish Fan,Techwood,Techwood,PPS Synthetic Bone,Chrome Die Cast,Nylon,,,,,,14th Fret,20,955,365,85,100,596,23 15/32,41.6,1 5/8,Ivory ABS,,,Natural/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2018/01/RS26N-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/rs26n/
artist-ac65ce,Artist Elite Series,,archived,Solid A+ Western Red Cedar,African Mahogany,Classical,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,Traditional Spanish Fan System,Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Chrome Open Gear Strip,D'Addario EXP16,,,,,,12th Fret,19,975,374,96,102,650,25 19/32,52,2 1/16,Rosewood,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AC65CE-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/artist-ac65ce/
abt60ce8shb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Baritone,Mahogany w/Semi-Gloss Finish,LR Baggs StagePro EQ and Element Pick Up,"FST2 - Forward Shifted, Asymmetric Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,Custom D’Addario EXP23 + Octaves,Mother of Pearl,,,,PPS Synthetic Bone,14th Fret,21,1065,439,102,122,704,27 23/32,44.45,1 3/4,,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/12/ABT60CE-8SHB-Front-3_4.jpg,https://alvarezguitars.com/guitar/abt60ce8shb/
artist-ad30ce,Artist Elite Series,,archived,Solid A Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",SYS250 EQ with Backlit Tuner,"FST2 - Forward Shifted, Asymmetric Tone Bars",Techwood,Techwood,Real Bone,"Die Cast, Chrome",D'Addario EXP16,,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Black ABS,,,Natural/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD30CE-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/artist-ad30ce/
artist-ad60,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,PPS,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD60_Left_3-4.png,https://alvarezguitars.com/guitar/artist-ad60/
ad6012,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP38,,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,48,1 7/8,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD6012-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/ad6012/
ad66ceshb,Artist Elite Series,,archived,Solid African Mahogany,African Mahogany,Dreadnought,Mahogany,LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD66CESHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/ad66ceshb/
ad60-12ce,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP38,,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,48,1 7/8,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD6012CE-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/ad60-12ce/
ad60ceshb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD60CESHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/ad60ceshb/
ad6012ceshb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP38,,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,48,1 7/8,Black ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/01/AD6012CESHB-Front-3_4.jpg,https://alvarezguitars.com/guitar/ad6012ceshb/
ad6012cebk,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,48,1 7/8,Black ABS,,,Black/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/01/AD6012CEBK-Front-3_4.jpg,https://alvarezguitars.com/guitar/ad6012cebk/
ad60shb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD60SHB-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/ad60shb/
ad66shb,Artist Elite Series,,archived,Solid African Mahogany,African Mahogany,Dreadnought,Mahogany,,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD66SHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/ad66shb/
ade90cear,Artist Elite Series,,archived,Solid AA Sitka Spruce,Macassar Ebony,Dreadnought,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Chrome Die Cast,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,PPS,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ebony,,Ebony,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/01/ADE90CEAR-Front-3_4.jpg,https://alvarezguitars.com/guitar/ade90cear/
artist-ad60lce,Artist Elite Series,,archived,Solid A+ Sitka Spruce,Mahogany,Dreadnought w/ Cutaway,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Indian Laurel,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast,D’Addario XT Light,Paua Abalone & Mother of Pearl,,,,PPS Synthetic Bone,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2022/04/AD60LCE_Front_L_3_4.jpg,https://alvarezguitars.com/guitar/artist-ad60lce/
adws77ceshb,Artist Elite Series,,archived,Solid Black Walnut,Black Walnut,Dreadnought,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1035,404,96,116,648,25 1/2,44.45,1 3/4,Flame Maple,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/01/ADWS77CESHB-Front-3_4.jpg,https://alvarezguitars.com/guitar/adws77ceshb/
artist-ad60ce,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Natural/Semi-Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AD60CE-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/artist-ad60ce/
adm66cear,Artist Elite Series,,archived,Solid African Mahogany,African Mahogany,Dreadnought,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Chrome Die Cast,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,PPS,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Ebony,,Ebony,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/01/ADM66CEAR-Front-3_4.jpg,https://alvarezguitars.com/guitar/adm66cear/
ag60lce,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Grand Auditorium w/ Cutaway,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,FS6 Bracing System w/Asymmetric Tonebars,,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast,D’Addario XT Light,Paua Abalone & Mother of Pearl,,,,PPS Synthetic Bone,14th Fret,21,1035,404,96,116,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2022/04/AG60LCE_Front_L_3_4.jpg,https://alvarezguitars.com/guitar/ag60lce/
ag60ce,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Grand Auditorium,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,14th Fret,21,1035,404,96,106,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AG60CE-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/ag60ce/
ag60cear,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Grand Auditorium,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,14th Fret,21,1035,404,96,106,648,25 1/2,44.45,1 3/4,Walnut,,Ebony,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2017/01/AG60CEAR_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/ag60cear/
yairi-cym75,Artist Elite Series,,archived,Solid AAA Western Red Cedar,Solid East Indian Rosewood,Classical,Mahogany,,Handcarved Yairi Fan System,Rosewood,Ebony,Real Bone / Tusq™,Gotoh,D'Addario EJ44,Abalone & Mother of Pearl,,,,,12th Fret,19,995,375,97,100,650,25 1/2,51,2 1/16,Brown ABS,,,Natural/Gloss,Rosewood,Spanish Heel,,https://alvarezguitars.com/wp-content/uploads/2014/01/CYM75-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-cym75/
yairi-cy75ce,Artist Elite Series,,archived,Solid AA Western Red Cedar,East Indian Rosewood,Classical,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood,Real Bone,Gotoh Gold,D'Addario EJ44,Abalone & Mother of Pearl,,,,Ebony,12th Fret,19,995,375,97,100,650,25 19/32,51,2 1/16,Ivoroid,,,Natural/Gloss,Rosewood,Spanish Heel,,https://alvarezguitars.com/wp-content/uploads/2014/01/CY75CE-Left-3_4.jpg,https://alvarezguitars.com/guitar/yairi-cy75ce/
cy75,Artist Elite Series,,archived,Solid AA Western Red Cedar,East Indian Rosewood,Classical,,,Scalloped Fan,Rosewood Direct Coupled,Rosewood,Bone,Gotoh Gold,D'Addario EJ44,Abalone & Mother of Pearl,,,,Ebony,12th Fret,19,995,375,97,100,650,25 19/32,51,2 1/16,Ivoroid,,,Natural/Gloss,Rosewood,Spanish Heel,,https://alvarezguitars.com/wp-content/uploads/2023/12/CY75_Left_3-4-2.png,https://alvarezguitars.com/guitar/cy75/
ag60-8ceshb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Grand Auditorium,"Mahogany, Satin finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Chrome,D'Addario EXP16,,,,,PPS Synthetic Bone,14th Fret,21,1035,404,96,106,648,25 1/2,44.45,1 3/4,,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2021/02/AG60CE-8SHB_Front_3_4_Left-1.jpg,https://alvarezguitars.com/guitar/ag60-8ceshb/
af60shb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Folk/OM,"Mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Rosewood/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AF60SHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/af60shb/
ag60ceshb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,Mahogany,Grand Auditorium w/ Cutaway,"Mahogany, Satin finish",LR Baggs StagePro EQ and Element Pick Up,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Indian Laurel,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Chrome,D’Addario XT Light,Mother of Pearl,,,,PPS Synthetic Bone,14th Fret,21,1035,404,96,106,648,25 1/2,44.45,1 3/4,Ivory,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2022/04/AG60CESHB_Front_L_3_4.jpg,https://alvarezguitars.com/guitar/ag60ceshb/
